Transaction_ID,Customer_Name,Account_Number,Transaction_Date,Transaction_Amount,Currency,Transaction_Type,Branch_Code,Balance_After_Transaction,Notes
472071,James Gill,84493261,08-19-22,4410.76,,Trnsfr,BR311,21379.08,N/A
596683,Kristina Bowen,53594060,March 5th,-4244.73,,Crdit,BR667,75807.46,Check bounced
220537,Daniel Garcia,53395592,"September 03, 2024",-3941.33,XYZ,Transfer,BR368,45831.18,N/A
397555,Heidi Braun,37020013,2022-12-06,,EUR,Transfer,BR643,70279.6,Manual correction
888900,Scott Smith,57216420,March 5th,15862.54,USD,Transfer,BR212,24304.3,N/A
134733,Janet Fields,16009471,"January 12, 2023",14598.72,,Crdit,BR045,5680.16,N/A
670416,christine haney,99469032,15/10/2024,15347.99,,Debi,BR873,80743.5,Manual correction
952808,George Hill,4532,March 5th,-4100.09,GBP,Credit,BR309,59365.81,N/A
472090,John Shepard,51483684,22/08/2025,$10593.18,EUR,Debi,BR585,2823.28,Check bounced
823737,Craig Williamson,24066390,2022-04-24,14526.79,GBP,Trnsfr,BR926,70933.41,Manual correction
201924,Jared Ruiz,62452606,March 5th,7516.66,,Debit,,572.18,Manual correction
445823,Michael Gonzalez,29179876,2022-11-30,3416.61,GBP,Debi,BR189,22682.23,Test entry
648551,James Smith,47658060,03-21-25,5131.45,USD,Debit,,42665.63,Test entry
941670,Erika Miller,75656349,06-02-24,7496.97,INR,Crdit,,98883.67,Check bounced
,Latoya Morales,86194080,01-29-26,5652.11,GBP,Crdit,BR499,80917.19,Manual correction
669381,Nicole Schneider,15006960,"May 13, 2023",13770.71,GBP,Credit,BR448,55180.42,Test entry
206910,ALAN FARRELL,11188054,04-29-22,16285.58,USD,Trnsfr,BR846,55678.25,N/A
248798,Jesse Martinez,23432469,March 5th,8549.57,,Debi,BR155,52270.66,N/A
835790,Kelly Bonilla,79073784,09/04/2022,1555.35,GBP,Debit,,25979.18,N/A
894423,Brent Miller,78436908,06/11/2023,4020.38,EUR,Transfer,BR830,32960.4,Manual correction
348437,April Brady,65289676,"July 24, 2024",-1090.44,INR,Debi,BR220,71265.37,N/A
218401,Matthew Schneider,547,"June 05, 2021",,USD,Transfer,BR384,31658.7,Check bounced
312021,Julie Jones,22993553,March 5th,-2280.9,XYZ,Crdit,BR207,42286.39,Manual correction
,Kathryn Barnes,45046555,"July 10, 2024",7507.8,XYZ,Transfer,BR764,53084.7,Check bounced
175200,Brian Garcia,27161008,March 5th,18772.9,USD,Credit,BR640,73940.21,Check bounced
768983,Brenda Black,90953,12-31-25,10667.86,,Transfer,,23762.69,Manual correction
265769,Mark Jackson,10383248,March 5th,14673.35,,Debi,BR911,19150.61,N/A
778089,Alyssa Christensen,25560237,2025-05-07,1834.19,GBP,Debit,BR975,72013.73,Manual correction
889398,Peggy Rodriguez,11142800,08/06/2023,2641.57,EUR,Trnsfr,BR037,97669.31,Manual correction
357413,Thomas Smith,85178380,09-14-24,,XYZ,Credit,BR257,25593.94,Check bounced
,Marcus Riley,75373957,"December 22, 2022",2274.08,INR,Credit,BR579,56303.56,Rich ground yeah father newspaper.
508252,Peter Orr,15459553,March 5th,3476.28,,Trnsfr,BR763,44732.41,Manual correction
247366,JENNIFER RODRIGUEZ,71528637,19/06/2025,12408.14,XYZ,Credit,BR880,5535.12,Manual correction
478956,cynthia valdez,26865621,March 5th,$10541.51,EUR,Debi,BR198,97507.92,Test entry
494212,Maureen Salazar,93176307,02/03/2024,11262.37,XYZ,Credit,BR989,90927.18,Stop direction everyone happen executive source.
129915,Terri Bryant,28070621,2023-07-06,9544.46,GBP,Credit,BR039,34629.16,
737876,Dorothy Nelson,74840342,"October 15, 2021",17353.87,EUR,Debi,BR639,13689.77,N/A
642884,Megan Brown,17668664,03/11/2025,-469.85,EUR,Credit,BR684,68220.26,N/A
599454,Emily Flowers,89038208,04-27-25,9390.13,EUR,Debit,BR507,87639.89,
197728,Karla Crawford,26942229,March 5th,3480.43,INR,Debi,BR502,30391.77,Time interest behavior which.
198490,Phillip Benton,97873947,11-28-22,,XYZ,Crdit,BR362,85373.8,Manual correction
190854,CODY GOMEZ,46032802,08/07/2021,10056.91,EUR,Debi,,60776.22,Manual correction
303419,Jessica Oneal,70353363,26/09/2023,-136.74,USD,Debi,BR956,76379.81,Expert report capital degree.
478376,Whitney Pham,91409270,08/02/2024,7885.97,EUR,Debit,BR642,61149.85,Manual correction
147928,Melanie Adams,89249876,2023-03-06,6978.34,GBP,Debit,BR055,65793.57,N/A
360720,Tammy Gomez,28649751,09/03/2022,-4578.59,INR,Debi,BR596,22883.09,Manual correction
,Sarah Perez,52430194,08/12/2022,5701.79,INR,Transfer,BR123,93958.14,Manual correction
943418,Laura Chung,44194599,09/03/2026,-4177.89,GBP,Credit,BR927,91389.34,Manual correction
485070,William Cooper,23444187,08-20-23,,INR,Debit,BR559,34772.03,Manual correction
768244,brandon moses,16834437,March 5th,17758.84,INR,Debit,BR276,63409.8,Foreign we grow product plan agency look performance.
270315,Jenny Young,25794495,10-06-25,7227.09,EUR,Debi,BR083,43480.49,Test entry
944592,Monique Garcia,89783505,21/03/2022,17049.82,GBP,Debi,BR491,1689.83,N/A
336478,Kristina Bird,23365354,"March 04, 2025",18210.43,EUR,Debit,BR947,46546.16,
285719,Kelsey Ayers,81700641,2023-01-20,,XYZ,Credit,BR011,72519.67,Manual correction
933054,ANDREW BRADLEY,98415044,March 5th,7577.95,USD,Debi,,20084.95,Manual correction
642511,Cheryl Thomas,93587300,2024-05-11,-3791.9,USD,Transfer,BR751,73181.3,N/A
918139,Joy Baker,19011855,March 5th,14450.78,GBP,Debit,BR770,1066.55,N/A
333294,michael torres,50112704,14/06/2021,12812.5,USD,Crdit,BR014,93523.77,Check bounced
992019,PATRICK TAYLOR,33996721,15/09/2023,13344.92,EUR,Transfer,BR648,45852.68,Test entry
110539,Kevin Ali,89668499,2025-03-09,19675.64,INR,Trnsfr,BR307,74357.91,Sport large create language week list ask.
785019,Aaron Clark,26079054,2024-09-17,,USD,Debit,BR990,89870.91,N/A
490869,Phillip Martinez,63171305,03/11/2021,12850.47,EUR,Debi,BR987,47139.57,N/A
130149,Jeff Miller,97650996,2022-11-29,-3709.11,XYZ,Credit,BR777,29670.85,Law eye huge.
882778,Mary Burke,95929276,04-01-22,-433.15,EUR,Debi,BR481,44068.36,Test entry
159605,robert young,70882795,19/04/2022,8889.22,EUR,Transfer,BR289,77777.02,N/A
235694,VICTORIA PADILLA,38457261,2023-03-13,-3372.83,XYZ,Transfer,BR895,88662.68,N/A
962791,Lisa Collins,31254479,"December 29, 2025",3702.32,USD,Credit,BR669,80938.95,N/A
654385,Jackie Rosales,48461843,March 5th,8376.4,,Debi,BR400,7523.53,
124824,Meredith Juarez,30530718,10-20-25,6876.67,,Credit,BR540,31096.14,N/A
180240,Kirsten Moss,78214642,19/06/2025,3629.2,XYZ,Trnsfr,BR740,26797.28,Manual correction
251643,Kevin Gilbert,39088249,"July 22, 2021",-3609.12,INR,Crdit,BR629,94443.58,Foot north together born.
324008,Mary Fox,43754551,2022-05-24,4241.08,USD,Credit,BR766,87263.78,Successful foot time speech born catch.
652112,NICOLE DONALDSON,43576000,2022-07-22,-3487.39,,Debi,BR247,15462.81,Manual correction
161493,Cheryl Lewis,36325028,2023-11-02,15645.43,EUR,Credit,BR225,95410.01,Check bounced
317720,Charles Gomez,28146245,March 5th,,EUR,Trnsfr,BR666,14946.25,N/A
591807,Laura Acevedo,13619912,"April 15, 2025",9333.87,,Transfer,BR409,33187.68,Manual correction
533201,LUIS MURPHY,97078302,03/08/2025,12455.2,INR,Crdit,BR731,33558.62,Strong wind color lawyer phone character.
821516,Anthony Collins,92473807,"September 01, 2024",6706.38,,Debi,,97770.99,
932026,Brent Soto,48740859,2022-05-20,12003.05,XYZ,Debit,BR771,31493.86,N/A
,Beth Ray,71926667,March 5th,,XYZ,Crdit,BR033,50209.28,Manual correction
993148,Dylan Durham,51205401,12/08/2023,19924.46,INR,Crdit,BR349,3579.09,
705839,Michael Scott,84818279,March 5th,-2492.17,,Debi,BR579,22974.67,
623539,Mark Boone,74934540,2023-08-23,$14818.93,INR,Trnsfr,,15333.22,Test entry
996213,Andrew Bowers,55250732,23/03/2025,8040.27,XYZ,Transfer,BR437,87466.23,
702508,Zachary Parker,98335260,March 5th,-1331.33,INR,Trnsfr,BR907,14476.42,
889293,Sophia Clarke,21323437,"March 20, 2024",9166.68,,Trnsfr,BR068,10744.05,Manual correction
629862,Richard Ortega,45874090,"December 11, 2024",15511.84,XYZ,Debi,BR877,42508.45,Check bounced
258076,Rhonda Smith,82283310,March 5th,17617.14,INR,Trnsfr,BR687,67143.46,Test entry
787260,Jennifer Ortiz,99800680,09-30-23,15431.69,XYZ,Crdit,BR767,78826.57,Start could citizen late.
981546,Amanda Mason,80069302,01-13-26,9400.61,EUR,Debi,BR340,17373.96,Test entry
153868,Vanessa Robinson,90369307,"January 16, 2022",14665.44,USD,Crdit,BR137,69254.69,Check bounced
441518,Kevin Griffin,28423207,2021-07-28,16944.58,GBP,Crdit,BR996,61930.2,Manual correction
790951,hector morris,67073573,"October 05, 2024",17652.52,INR,Crdit,BR993,97688.2,Check bounced
952758,Jenna Santiago,83988526,March 5th,8114.92,,Debi,BR612,90777.09,Late stop body item up beat.
697097,Richard Henderson,37189470,"April 26, 2025",,USD,Transfer,BR275,51500.24,Test entry
800455,Holly Edwards,988,2024-01-16,5309.23,,Credit,,11825.93,Test entry
154074,Daniel Butler,10988972,11-14-22,8437.62,USD,Credit,BR636,11682.94,
977648,Joshua Wilkinson,98140410,"December 04, 2021",14852.3,USD,Crdit,BR822,63318.56,Manual correction
792710,Andrew Simmons,28362,"April 15, 2022",-2434.14,INR,Debit,BR767,14326.45,Dog protect machine little environmental.
846250,Lisa Jacobs,75698499,"July 13, 2021",12373.52,EUR,Trnsfr,BR360,92384.74,N/A
277598,Nathan Russo,74989904,March 5th,1436.32,USD,Debi,BR317,70937.46,Check bounced
883149,Justin Lee,40840277,09/01/2023,11252.89,EUR,Crdit,BR898,56058.62,Check bounced
167881,Michael Brock,84677799,March 5th,11868.01,XYZ,Debit,BR086,99713.71,N/A
466892,Robert Hodge,11470459,March 5th,16770.49,EUR,Debit,BR054,44008.01,N/A
569167,Katherine Fuller,70682570,10/01/2022,17962.83,USD,Transfer,BR079,88402.04,
428165,matthew adams,35151055,17/07/2022,5078.92,GBP,Crdit,,88647.04,Manual correction
469999,Gregory Kent,41119322,02-05-24,412.21,XYZ,Crdit,BR089,63573.37,Manual correction
,MR. JOHN LOPEZ,91589661,27/09/2022,-76.98,XYZ,Debit,BR825,6749.65,N/A
376098,Tina Sanchez,14086022,02-06-22,12185.06,EUR,Credit,BR442,40555.09,Manual correction
833481,Stephanie Thomas,16562384,04-11-25,10834.26,,Debit,BR970,69441.85,N/A
513250,Pamela May,44719933,"April 01, 2022",6014.09,GBP,Debi,BR487,299.16,Father standard table skill.
463865,Wanda Richardson,54467704,13/01/2025,15758.03,,Trnsfr,BR990,8152.58,Check bounced
431605,Elizabeth Phillips,51626168,05/02/2022,19227.84,USD,Trnsfr,BR694,4490.15,Test entry
989505,Edward Aguilar,70100545,March 5th,$-954.27,,Crdit,BR792,66812.71,Manual correction
150581,Bruce Farrell,77535396,05-20-23,-4992.25,GBP,Debit,BR271,42172.94,Check bounced
644628,Devon Trevino,26510325,"January 04, 2025",7387.2,USD,Trnsfr,BR352,22914.59,N/A
674169,Clifford Paul,16935854,01-11-23,-202.23,,Trnsfr,BR105,15392.18,
293947,James Simmons,80033679,08/02/2022,11279.93,GBP,Crdit,BR771,5942.89,Card yard behavior agency price vote television.
,Jeffrey Smith,10612111,05/11/2024,-4475.72,INR,Debit,BR296,15018.3,Test entry
549233,TRACEY WHITE,42284465,10-30-21,17118.28,INR,Trnsfr,BR443,60727.45,N/A
431890,Charles Jordan,44298411,09-02-25,10115.16,USD,Trnsfr,BR414,94456.59,
179530,Javier Rice,56827402,March 5th,15991.54,,Crdit,BR847,2535.67,Manual correction
981055,CONNOR NGUYEN,13048465,18/07/2025,12731.73,,Crdit,,19023.37,
164856,Tabitha Wolf,65695538,2022-08-02,-1323.21,,Crdit,BR022,6158.59,
627533,Steven Long,72062506,12-30-24,7432.77,GBP,Credit,BR485,55242.75,Manual correction
332190,Maria Moore,19828465,"April 27, 2025",-4261.61,USD,Crdit,BR302,20016.06,
158721,Bryan Nelson,51692722,03-07-26,-1323.42,USD,Crdit,BR188,40470.03,N/A
780510,christopher miller,51724862,10-30-22,4222.19,USD,Crdit,BR162,95095.57,Surface find one wife build medical.
217630,SIERRA RICHARDSON,43213119,2025-08-11,8233.69,GBP,Debit,BR322,46520.47,N/A
565217,David Lara,85435245,"January 16, 2023",$13717.12,EUR,Debi,BR918,35308.8,Manual correction
854890,April Davis,97909136,"December 09, 2025",4086.36,GBP,Crdit,BR040,20678.76,Test entry
925569,taylor green,16772290,March 5th,-3165.08,XYZ,Debi,BR440,27782.96,Operation soon rather responsibility or wife.
266596,Timothy Velazquez,26072697,"August 04, 2022",8142.82,INR,Trnsfr,BR610,96686.16,N/A
897578,Sarah Parker,57068382,March 5th,$5058.1,GBP,Transfer,BR030,53073.06,Manual correction
775905,Michael Berry,91038636,March 5th,-659.74,INR,Debi,BR885,14226.0,N/A
,Carol Meza,90139396,March 5th,6506.85,XYZ,Debi,BR295,62181.91,Manual correction
787976,Mark Wright,78568401,"June 14, 2025",12031.41,INR,Crdit,BR257,70693.84,
,Jenna Davis,14896556,04-26-24,13363.05,XYZ,Crdit,BR670,49604.12,Test entry
818126,Ronald Smith,10299165,"March 14, 2026",14985.58,GBP,Credit,BR262,53957.67,N/A
654058,Jeffrey Cherry,48526158,09-16-22,16677.18,,Debit,BR394,38074.33,
461482,Mikayla Simpson,27097921,2021-09-13,15674.41,INR,Trnsfr,BR754,70031.62,Manual correction
803334,Nicole Richards,28932158,18/03/2022,$-743.09,,Debit,BR884,35895.34,N/A
630153,Gabriella Liu,8052,12-04-24,19457.76,USD,Credit,BR186,20599.63,
315083,Morgan Fisher,65220450,01/11/2021,14655.69,USD,Debi,BR219,64174.31,Board eight because either above part leg.
828221,Dawn Rubio,47137858,05-29-25,,EUR,Crdit,BR863,34097.38,Manual correction
946233,Anthony Williams,26211384,03-30-24,468.34,EUR,Crdit,BR755,4459.64,Manual correction
723797,Jeffery Erickson,663953,March 5th,9957.46,GBP,Credit,BR532,16408.79,
446646,Stephen Morton,82161996,March 5th,-4033.47,GBP,Transfer,BR551,84809.74,Test entry
503555,Tracey Gomez,34174462,2023-04-24,-3923.29,,Trnsfr,BR713,80839.73,N/A
614098,Richard Morton MD,68373426,"October 22, 2025",2203.4,EUR,Trnsfr,BR350,32993.27,Manual correction
505526,Robert Smith,24459688,06-13-25,2824.4,GBP,Crdit,BR488,59485.27,Test entry
466654,Travis Burns,80640272,2024-07-17,11523.76,EUR,Credit,BR577,97176.63,N/A
228718,KYLE GIBBS,92634239,03-04-23,1481.62,USD,Debit,BR659,94206.09,N/A
577074,Anna Cooper,75748820,"February 02, 2025",-1540.9,EUR,Transfer,BR939,98523.83,Check bounced
760227,Victori@ Jones,83379347,March 5th,12901.15,XYZ,Credit,BR582,58653.71,Manual correction
471055,JESSICA TORRES,72455138,2025-05-14,-2192.54,EUR,Debi,BR581,28433.73,Manual correction
536966,William Wells,56417048,"April 30, 2025",11039.43,INR,Debit,BR811,73857.35,Test entry
396467,Jacob Pierce,81549755,"February 17, 2025",5068.34,,Debi,BR681,85132.26,N/A
299048,Lisa Glass,90832301,03-27-24,13397.07,INR,Trnsfr,BR713,55378.59,Check bounced
368197,BRIAN OBRIEN,93608725,21/01/2024,3982.61,INR,Trnsfr,BR712,24073.97,
321965,Michael Benson,43407116,March 5th,12932.12,USD,Trnsfr,BR352,65904.07,Manual correction
344478,Stacey Lindsey,36039905,10-13-25,5002.01,,Crdit,BR354,94016.89,Manual correction
324079,MELISSA BAKER,10503,2022-05-11,12447.76,EUR,Trnsfr,,40144.68,N/A
941867,Andrew Norton,12582123,March 5th,15180.8,EUR,Debit,BR758,67275.97,Test entry
239531,Sara George,82402685,March 5th,4885.84,,Debi,BR007,79174.15,
460649,Courtney Gomez,79898686,"January 15, 2024",11001.32,INR,Debi,BR600,18866.51,
313465,Robert Adams,79961457,March 5th,-4171.89,EUR,Trnsfr,BR160,34474.76,
288590,Stacy Mitchell,11820538,18/04/2025,18312.58,EUR,Credit,BR852,60031.11,Manual correction
665477,Robert Jacobs,21069206,13/08/2022,,XYZ,Crdit,BR229,16071.3,Check bounced
488757,Thomas Yates,81772232,March 5th,11432.84,XYZ,Trnsfr,BR642,84019.86,Check bounced
942423,Whitney Brooks,406,2021-09-20,-2720.88,EUR,Debit,BR518,20859.84,Exactly talk activity baby play finally after.
757503,KRISTA SANCHEZ,24558,22/05/2022,14376.16,,Credit,BR846,72145.29,Test entry
737310,Gregory Hart,39630011,09-22-22,18040.93,EUR,Trnsfr,BR520,44682.66,Test entry
,Carl West,69113251,11-16-25,-4213.77,,Crdit,BR721,51103.34,
941159,L@uren Henderson,12306280,09/11/2025,13333.69,EUR,Debit,BR497,24916.43,Manual correction
243224,Kyle Travis,71259315,2025-09-11,5247.3,EUR,Trnsfr,BR262,73434.76,Check bounced
541215,Jennifer Franco,71746651,06/02/2022,6141.31,EUR,Debit,BR359,10422.57,Test entry
358406,Terry Hernandez,43358964,March 5th,-410.25,USD,Debi,BR768,73258.15,Manual correction
747699,Jeffrey Kelley,31013156,07/12/2022,-4337.47,GBP,Crdit,BR768,65593.14,Relationship total number boy expert.
603091,Robert Delgado,79916779,"April 23, 2025",-3913.5,USD,Transfer,BR805,78219.67,Check bounced
517742,Colton Allison,10678953,2021-09-04,9224.85,INR,Crdit,,75807.76,Manual correction
265495,Benjamin Alexander,12449182,"April 11, 2024",,EUR,Crdit,BR009,9460.64,Manual correction
847140,Mrs. Angela Graham,83107486,2025-08-26,16071.67,EUR,Transfer,BR955,73000.99,Test entry
733117,Jeffrey Willi@ms,85538018,March 5th,,XYZ,Debi,,86969.72,Test entry
780382,Jessica Williams,58777843,March 5th,14472.8,USD,Crdit,BR164,5642.66,Check bounced
517680,Dylan Cook,32559514,March 5th,15747.71,USD,Transfer,BR033,16728.57,Test entry
694021,Jeffrey Gomez,24436983,04-20-22,$11252.75,EUR,Crdit,BR094,68882.96,Manual correction
691993,Larry Wells,18850957,"November 10, 2022",-3375.23,INR,Transfer,BR819,99180.99,Check bounced
593740,Lori Rogers,52840588,2021-11-20,$14179.54,USD,Transfer,,54541.04,Check bounced
486565,Calvin Banks,61200461,02-28-25,5613.56,USD,Crdit,BR565,96988.66,Test entry
534722,James Warren,34481865,"October 12, 2024",5494.2,INR,Trnsfr,BR793,43621.79,Reflect together air tough.
566804,Cindy Valdez,69605007,2025-04-30,9699.09,GBP,Debit,BR890,26981.77,N/A
173996,Tricia Hudson,30290528,03-08-25,-2356.78,,Crdit,BR503,27121.24,N/A
438092,heidi rose,1317,11-10-25,10467.93,USD,Crdit,BR639,52062.68,
503613,Elizabeth Hudson,58421355,"January 09, 2025",5625.85,EUR,Credit,BR982,3575.12,Along city require mind poor least.
401193,David Swanson,99686082,11-12-21,13000.19,XYZ,Trnsfr,BR594,81926.09,Check bounced
479641,Jennifer Bell,80646788,08-20-21,7182.38,XYZ,Crdit,BR036,24477.44,Manual correction
965268,RACHEL BRIGGS,42406437,March 5th,14467.6,XYZ,Crdit,BR144,23909.27,N/A
222635,Mark Keith,94095367,March 5th,713.67,,Crdit,BR476,19378.61,
100412,john carlson,20677172,March 5th,3455.9,USD,Crdit,BR126,42661.6,Check bounced
223979,Kimberly Gentry,23053789,21/06/2022,14210.83,USD,Transfer,BR720,8628.58,
108715,Timothy Yates,40256673,03-01-22,18711.18,XYZ,Crdit,BR052,2683.25,Test entry
650165,ERIN ANDREWS,41356238,2025-01-05,-4081.97,EUR,Transfer,BR291,15633.88,N/A
836877,PETER LOPEZ,9586,29/08/2025,8385.95,EUR,Crdit,BR386,267.1700000000001,
134417,angela raymond,83812501,27/03/2022,2786.92,XYZ,Transfer,BR873,92466.86,
761733,Sarah Williams,16471208,"October 27, 2022",-2212.09,INR,Credit,BR253,53883.54,Management few call stop consider.
384154,Michelle Lopez,99918507,09-02-25,,EUR,Credit,BR974,61031.07,N/A
596890,KEITH PORTER,42471568,March 5th,8831.36,XYZ,Debit,BR840,19323.47,Check bounced
788621,Jennifer Jacobs,17477486,"November 08, 2023",,,Credit,BR130,102258.6,Especially challenge idea religious material green.
279799,rebecca jenkins,44736117,March 5th,10492.38,INR,Crdit,BR379,17645.88,Yard property friend lay.
186593,Chelsea Morgan,45824516,2023-01-11,5185.22,USD,Crdit,BR755,79279.68,Manual correction
292934,Kimberly Fernandez DDS,32340558,12-06-21,16523.58,EUR,Trnsfr,BR432,70495.3,N/A
247676,Joseph Jacobs,55357274,2023-02-25,-743.77,GBP,Trnsfr,BR005,74606.83,
719985,Michael Webster,29335084,"August 21, 2023",15150.22,,Transfer,BR076,12491.88,Test entry
508872,NATASHA EVANS,69297710,02/01/2025,15677.68,GBP,Credit,BR698,33839.42,College name recognize less.
526796,Eric Mcclain,23828450,09/01/2026,15571.34,EUR,Debit,BR743,87721.14,Check bounced
289386,TAMMY WOOD,76163577,"January 15, 2023",-2603.25,GBP,Credit,BR433,39099.69,N/A
568628,DAVID ROTH,21072339,14/05/2022,17901.92,INR,Debi,BR413,40096.75,Seven place administration fire recognize democratic.
904631,Heather Schneider,78588102,March 5th,11642.08,,Transfer,BR474,51310.02,
942947,Kathryn Mcknight,64266529,02-02-23,18563.65,GBP,Crdit,BR004,14150.82,Check bounced
918443,Brandon Juarez,19149745,10-20-21,11993.86,USD,Trnsfr,BR503,27577.06,Manual correction
609130,Matthew Ford Jr.,56623513,March 5th,8214.7,INR,Debit,BR655,35701.14,West physical save.
388806,Sean Mccullough,214,March 5th,19481.67,XYZ,Transfer,BR880,77313.88,Manual correction
936409,Thomas Crane,95810594,12-25-23,,EUR,Transfer,BR061,86330.76,Serious peace show bill heavy kitchen.
222488,PETER BROWN,80767883,"March 21, 2021",18412.62,EUR,Transfer,BR928,70351.6,N/A
993953,Steve Mcneil,868,2021-12-30,$12045.92,XYZ,Crdit,BR333,68536.39,Check bounced
299434,David Weaver,20288525,March 5th,8578.22,INR,Trnsfr,BR511,42110.17,Manual correction
471423,Timothy Brown,64009928,2026-03-12,16674.15,XYZ,Trnsfr,BR231,27865.41,Test entry
966158,Brandi Brock,99414,24/10/2025,5042.01,EUR,Transfer,BR377,83078.29,Newspaper of capital knowledge edge land popular.
800595,Eric Smith,703,06-04-25,11734.6,,Trnsfr,BR304,29482.96,Test entry
862764,HEATHER RICHARDSON,98431028,28/09/2024,6815.25,EUR,Crdit,BR225,58795.13,Test entry
362841,Brian Singleton,92384387,2022-08-13,7852.31,GBP,Debit,BR304,82099.84,Manual correction
213603,Angela Cameron,18485705,March 5th,2932.63,,Trnsfr,BR418,79301.21,Test entry
372597,Tommy Fowler,67615588,14/05/2022,$-55.3,EUR,Debi,BR460,69801.0,N/A
462318,Alex@ Thom@s,21542,March 5th,5082.66,GBP,Trnsfr,BR554,42165.43,N/A
235442,Mario Gomez,59312018,07-13-21,11798.3,XYZ,Debi,BR962,31057.46,Manual correction
971976,PETER BARBER,65377759,"December 03, 2024",13284.73,EUR,Credit,BR560,79449.0,Manual correction
519930,Tiffany Carter,15830005,"September 11, 2022",-2298.4,GBP,Debi,BR613,37288.83,Check bounced
302016,Christopher Watson,26528629,01-28-25,8679.26,,Transfer,BR975,88086.28,Test entry
528746,Daniel Curtis,64882748,"December 03, 2021",3296.67,GBP,Crdit,BR896,11743.55,N/A
471251,James Holland,45166920,"March 26, 2025",4940.12,XYZ,Debit,BR825,75985.72,Check bounced
921354,Heidi Meza,90368266,27/07/2021,2996.34,EUR,Credit,BR660,52567.24,Check bounced
398819,Patricia May,39689129,March 5th,18097.71,EUR,Crdit,BR177,32362.51,Manual correction
561194,Leah May,50292494,18/04/2021,-34.94,XYZ,Transfer,BR666,37232.2,Must describe reveal stop what.
378728,James Odonnell,61385668,28/02/2025,6703.57,INR,Debi,BR848,44639.98,N/A
692342,Holly Sanchez,37695177,March 5th,19883.06,XYZ,Credit,BR425,97209.86,
786532,Jason Orozco,47480656,02-03-22,-3102.14,,Debi,BR525,69619.54,
268575,Paul Munoz,14969703,2022-10-27,8163.8,EUR,Trnsfr,BR129,27713.3,N/A
596209,Taylor Meyer,46013454,07/04/2024,18069.21,XYZ,Transfer,BR086,18887.58,Check bounced
513113,Emily Carter,76878110,March 5th,885.47,INR,Debi,BR253,26989.89,Main responsibility be want break none.
132035,Pamela Moreno MD,245313,"October 18, 2025",14537.86,USD,Debi,BR551,5292.98,Manual correction
474916,Melissa Robinson,16373469,07-09-25,8999.65,XYZ,Credit,BR261,1251.61,Test entry
780586,Daniel Fitzgerald,53047605,"August 23, 2023",19872.91,GBP,Debit,,94463.68,
185185,Angel Gr@y,71440769,11-03-21,$9426.94,EUR,Trnsfr,BR599,51119.26,Manual correction
931119,Bradley Sullivan,42062702,02-27-22,13872.74,USD,Debi,,45902.26,See bag sort.
771233,Julie Willi@ms,87720886,2021-12-30,-4593.55,XYZ,Credit,BR614,72953.01,Check bounced
506964,Sarah Nielsen,58035410,March 5th,3862.62,GBP,Debi,BR705,6263.16,Manual correction
143905,Andre Johnson,49710038,2024-11-29,2042.58,USD,Trnsfr,BR266,78470.58,N/A
900042,doris logan dvm,52576120,2022-01-30,$1114.48,,Credit,BR941,86128.92,N/A
946287,Beverly Brown,74500226,2024-07-06,18541.37,GBP,Debit,BR518,50923.98,Difficult question professional fly.
715586,Jason Miller,82378327,07/12/2025,10263.54,EUR,Transfer,BR840,12348.18,
733167,Loretta Petersen,71621601,"October 06, 2023",8992.55,,Credit,BR050,18451.22,Test entry
288766,Peter Hampton,62109938,"June 22, 2023",6649.49,XYZ,Trnsfr,BR836,54528.31,Check bounced
114903,Lisa Hanson,10997260,02/07/2022,9257.48,INR,Debit,BR943,44717.0,N/A
659096,Hannah Smith,48335744,2024-02-11,10207.39,INR,Crdit,BR869,12501.25,
135028,John Kim,54748356,11/01/2026,18125.66,EUR,Debit,BR466,59627.11,Close front available believe.
376147,TODD ANDERSON,80654707,March 5th,13886.12,,Crdit,BR676,39759.18,N/A
584218,Sara Rasmussen,17976157,2023-06-25,16276.24,INR,Debit,BR416,65774.85,N/A
220336,Brett Mcgrath,43639216,2021-09-21,-1708.6,INR,Credit,BR818,87378.82,Manual correction
119700,DANIEL DUNN,61022477,06/07/2023,960.89,INR,Credit,BR513,44390.33,
954507,Carol Caldwell,47249615,March 5th,2614.21,EUR,Debi,BR778,69488.38,Manual correction
874183,Kelly Edwards,26212948,24/07/2025,3495.95,GBP,Debit,BR494,4929.98,N/A
373471,Cheryl Wright,58765190,14/06/2022,2147.86,XYZ,Debit,BR563,93506.61,Benefit able service.
840509,Deborah Christian,94683182,04-10-21,9406.41,USD,Trnsfr,BR458,42802.52,N/A
675236,Lindsay Macdonald,98875216,12-04-25,10279.63,USD,Credit,BR934,58218.07,Check bounced
991450,Luke Gonzalez,66279928,"May 15, 2023",11922.65,,Crdit,BR787,93264.32,Manual correction
446547,STEPHEN WALKER,75894366,March 5th,$4185.97,XYZ,Credit,BR153,47230.11,Manual correction
813540,Adrian Johnson,42343065,March 5th,-4576.79,,Credit,BR227,94231.2,Test entry
213336,DIANE SANDOVAL,31034206,2023-05-11,1050.75,INR,Debit,,38549.11,Music near sing.
585030,Danny Farley,87881137,2025-06-29,8489.59,INR,Crdit,,83567.63,Check bounced
173030,Chase Reyes,21294076,March 5th,,GBP,Debit,BR888,52369.4,Check bounced
