"transaction_id","customer_name","account_number","transaction_date_raw","transaction_amount","currency","transaction_type","branch_code","balance_after_transaction","notes","data_issue_flag","transaction_date_clean","balance_issue_flag"
"791822","David Navarro","34935123","2022-03-12","4811.15","INVALID","Transfer","BR835","57324.67","Manual correction",NULL,"2022-03-12",NULL
"540454","Scott Sandoval","96926179","28/08/2021","1579.37","INR","Transfer","BR050","55246.46","Check bounced",NULL,"2021-08-28",NULL
"750413","Scott Phillips Md","81524109","2022-08-29","14742.16","INR","Transfer",NULL,"48784.65","Check bounced",NULL,"2022-08-29",NULL
"121005","Jeffrey Rodriguez","53383421","2025-09-20","4134.75","INVALID","Debit","BR716","68899.41","Drop image fact traditional turn.",NULL,"2025-09-20",NULL
"274098","William Smith","85458607","28/10/2022","18508.08","GBP","Transfer",NULL,"72554.33","Manual correction",NULL,"2022-10-28",NULL
"782664","John Finley","40630912","August 08, 2023","8343.42","GBP","Credit","BR152","53684.35",NULL,NULL,"2023-08-08",NULL
"645796","Bradley Petty","39726584","07/04/2023","3534.76","INVALID","Debit","BR315","42198.89",NULL,NULL,"2023-04-07",NULL
"645058","Alexandra Bishop","77497266","November 20, 2024","8206.96","USD","Debit",NULL,"86753.49",NULL,NULL,"2024-11-20",NULL
"703667","Stephen Bryan","56633619","2023-05-15","448.25","INVALID","Debit",NULL,"9419.85",NULL,NULL,"2023-05-15",NULL
"257663","Joyce Trevino Dds","92995290","October 01, 2023","19398.10","INVALID","Debit",NULL,"13377.67","Manual correction",NULL,"2023-10-01",NULL
"157312","Vanessa Snyder","77374780","2025-08-05","18820.39","INVALID","Transfer","BR530","94299.46","Check bounced",NULL,"2025-08-05",NULL
"696597","Larry Thomas","62735200","21/05/2021","16362.09","GBP","Credit","BR796","19704.99","Manual correction",NULL,"2021-05-21",NULL
"913574","Amy Phillips","10287533","2021-04-15","6909.85","INVALID","Credit","BR468","46976.81","Manual correction",NULL,"2021-04-15",NULL
"893559","Paula Scott","26223182","01/08/2022","19553.69","INR","Debit","BR568","95851.80","Manual correction",NULL,"2022-08-01",NULL
"248292","Brenda Sandoval","46783165","2025-12-17","1005.03","USD","Transfer","BR809","6596.68","Check bounced",NULL,"2025-12-17",NULL
"634973","Jason Smith","93831986","2025-02-21","10058.70","INVALID","Credit","BR138","26859.59","Last far ten should sport unit two.",NULL,"2025-02-21",NULL
"361053","Jennifer Roberts","24046518","February 21, 2024","7594.08","EUR","Transfer","BR122","13302.49",NULL,NULL,"2024-02-21",NULL
"266403","David Mitchell","77656675","2023-01-17","10757.68","INVALID","Credit","BR887","47477.74","Manual correction",NULL,"2023-01-17",NULL
"489868","Cynthia Smith","80150339","March 13, 2025","4873.58","INVALID","Credit","BR237","32135.16",NULL,NULL,"2025-03-13",NULL
"281149","Jesse Frank","86760402","2023-09-23","16818.78","INVALID","Credit","BR929","8859.63","Check bounced",NULL,"2023-09-23",NULL
"355398","Luis Moses","35240490","2024-04-16","1020.13","USD","Transfer","BR478","74586.69",NULL,NULL,"2024-04-16",NULL
"397491","Adrian Garner","28647202","July 18, 2024","3714.23","INVALID","Debit","BR068","78706.51","Choice today manage head receive very than today.",NULL,"2024-07-18",NULL
"679845","Lisa Salazar","31874607","September 02, 2022","3849.80","INVALID","Credit","BR088","58780.92","Manual correction",NULL,"2022-09-02",NULL
"566033","Michel Turner","21849622","30/01/2026","12142.61","EUR","Debit","BR964","34887.60","Listen will mission play rule however produce really.",NULL,"2026-01-30",NULL
"770024","Austin Parker","19952546","2021-10-13","18701.23","USD","Credit","BR637","6877.74",NULL,NULL,"2021-10-13",NULL
"657929","Aaron Nichols","75277312","06/08/2024","1712.16","USD","Credit","BR853","61881.23","Check bounced",NULL,"2024-08-06",NULL
"272276","Marilyn White","71221258","March 25, 2024","14770.15","EUR","Credit",NULL,"97611.29","Check bounced",NULL,"2024-03-25",NULL
"249900","Mark Higgins","71234339","12/09/2023","1997.18","INVALID","Transfer","BR559","92466.16","Manual correction",NULL,"2023-09-12",NULL
"405667","Samantha Paul","43383072","April 09, 2025","19529.28","GBP","Debit","BR597","29737.25","Manual correction",NULL,"2025-04-09",NULL
"724105","Amber Phelps","12097855","2025-09-29","13950.57","INVALID","Credit","BR025","7980.49","Manual correction",NULL,"2025-09-29",NULL
"722237","Samuel Meyers","32474129","September 27, 2021","4316.79","INR","Debit","BR314","42200.44","Manual correction",NULL,"2021-09-27",NULL
"854116","Maria Wallace","66567733","2024-09-27","6231.37","INVALID","Debit","BR718","87627.09","Behind few traditional message factor eight effort cause.",NULL,"2024-09-27",NULL
"380258","Molly Jefferson","89476021","2025-03-22","3824.28","EUR","Debit","BR289","51123.32","You deal available industry computer attack surface trip.",NULL,"2025-03-22",NULL
"345637","Julia Taylor","15255996","November 12, 2025","10595.34","EUR","Credit","BR455","75669.49",NULL,NULL,"2025-11-12",NULL
"993421","Monique Banks","59953764","February 27, 2025","15351.71","INR","Transfer","BR591","51999.37","Check bounced",NULL,"2025-02-27",NULL
"987697","Calvin Lewis","74465026","July 22, 2022","3381.64","GBP","Credit","BR586","46309.64","Hope girl research really while girl.",NULL,"2022-07-22",NULL
"725076","Randall Hobbs","42872202","March 15, 2023","444.84","USD","Debit","BR923","59213.66","Power bring baby could style ever rest.",NULL,"2023-03-15",NULL
"458310","Joshua Martin","40083065","07/12/2025","8784.29","EUR","Transfer","BR991","62709.94",NULL,NULL,"2025-12-07",NULL
"158369","Charles Gonzalez","31206806","July 10, 2021","1931.40","INR","Debit","BR961","53261.84","Check bounced",NULL,"2021-07-10",NULL
"396804","Crl Hernndez","81209854","2025-12-16","2316.85","USD","Credit","BR004","22604.18",NULL,NULL,"2025-12-16",NULL
"822653","Spencer Holmes","50950991","May 11, 2024","4183.69","EUR","Debit","BR394","14389.68","Check bounced",NULL,"2024-05-11",NULL
"429891","Alexis Paul","55454841","2022-02-18","8321.84","GBP","Credit","BR396","63045.59",NULL,NULL,"2022-02-18",NULL
"549481","Christopher Sullivan","90155489","April 15, 2022","2723.12","GBP","Debit","BR214","89027.38","Manual correction",NULL,"2022-04-15",NULL
"144796","Sarah Arnold","48526591","15/03/2023","5457.95","GBP","Credit","BR132","29442.52","Audience be speech nor somebody pressure now.",NULL,"2023-03-15",NULL
"483907","Claire Wheeler","27996554","2025-08-03","6116.64","INVALID","Transfer","BR488","49467.06","Manual correction",NULL,"2025-08-03",NULL
"639214","Janet Lee","80351363","October 30, 2025","18303.14","GBP","Credit","BR847","1939.17","Check bounced",NULL,"2025-10-30",NULL
"130858","Joseph Cruz","72493002","26/12/2023","12817.33","INVALID","Transfer","BR426","73584.96","Check bounced",NULL,"2023-12-26",NULL
"218548","Alexandra Townsend","84629709","May 12, 2021","1226.89","INR","Transfer","BR948","74604.19",NULL,NULL,"2021-05-12",NULL
"675550","Allison Adams","64713075","2023-05-16","19075.54","INVALID","Debit","BR699","45533.96",NULL,NULL,"2023-05-16",NULL
"774323","Brad Tucker","53404071","2021-09-08","1500.97","INVALID","Credit","BR973","19768.82","Before economy herself economy far how bit.",NULL,"2021-09-08",NULL
"950105","David Lopez","72687135","September 08, 2025","6391.35","INVALID","Debit","BR962","22775.21","Check bounced",NULL,"2025-09-08",NULL
"239096","Joel Sheppard","39969012","12/04/2024","13733.06","INR","Debit","BR088","93160.03","Check bounced",NULL,"2024-04-12",NULL
"993290","Joe Johnson","99755802","2022-01-28","13273.86","GBP","Transfer","BR740","94877.88",NULL,NULL,"2022-01-28",NULL
"173153","Nancy Coleman","60788649","January 03, 2024","1280.87","GBP","Debit","BR978","72801.90","Check bounced",NULL,"2024-01-03",NULL
"946989","Samantha Bennett","27843395","16/11/2024",NULL,"GBP","Debit","BR444","23416.00","Himself outside nearly term firm plant his."," Missing Critical Field","2024-11-16",NULL
"185115","Jamie Hall","38589481","24/08/2022","18988.84","INVALID","Credit","BR324","43947.14","Decade capital learn ready whom.",NULL,"2022-08-24",NULL
"407120","Melinda Bowman","76588967","2025-05-03","12823.72","INR","Debit","BR431","21205.33","Check bounced",NULL,"2025-05-03",NULL
"676398","Carl Richards","19546089","2025-11-29","15406.41","EUR","Credit","BR327","36977.88","Check bounced",NULL,"2025-11-29",NULL
"433010","Andrew Bullock","99438416","01/06/2023","16333.26","GBP","Credit","BR596","2067.61","Likely before claim for low question rather early.",NULL,"2023-06-01",NULL
"477416","Kenneth Murphy","12781268","06/08/2023","4834.34","GBP","Transfer","BR278","31258.92","Manual correction",NULL,"2023-08-06",NULL
"810379","Thomas Campbell","55111984","2022-06-28","16260.34","USD","Transfer",NULL,"91555.10",NULL,NULL,"2022-06-28",NULL
"557016","Antonio Tran","18708924","September 18, 2025","4086.25","INVALID","Transfer","BR571","23626.18","Fast show check.",NULL,"2025-09-18",NULL
"385646","Peter Porter","47644570","28/05/2025","1835.87","GBP","Transfer","BR795","23585.01","Manual correction",NULL,"2025-05-28",NULL
"598990","Christina Roberts","99187038","2021-12-13","5256.47","INVALID","Debit","BR534","63449.41","Check bounced",NULL,"2021-12-13",NULL
"154026","Charles Martinez","11166544","December 25, 2023","9306.24","GBP","Credit","BR683","46009.93","Check bounced",NULL,"2023-12-25",NULL
"626449","Christine Anderson","56929835","2022-05-30","2713.34","GBP","Credit","BR020","24096.83","Check bounced",NULL,"2022-05-30",NULL
"196947","Tracy Salinas","50040223","25/05/2022","12832.06","EUR","Debit","BR211","36584.93","Manual correction",NULL,"2022-05-25",NULL
"241597","Diana Wright","14902052","October 15, 2023","6584.23","EUR","Debit","BR959","50558.30",NULL,NULL,"2023-10-15",NULL
"886269","Matthew Flores","15439968","2024-03-06","2255.63","INR","Transfer","BR823","28861.38",NULL,NULL,"2024-03-06",NULL
"805142","Brandon Miller","62766461","2025-12-15","15941.67","GBP","Debit","BR265","41980.12",NULL,NULL,"2025-12-15",NULL
"786387","Laura Bennett","55233580","2025-03-25","3416.05","INVALID","Credit","BR878","41332.13","Check bounced",NULL,"2025-03-25",NULL
"780700","Karen Hamilton","94261720","April 02, 2023","19655.53","INVALID","Credit","BR393","41668.91","Check bounced",NULL,"2023-04-02",NULL
"238139","Brian Alvarado","62320313","13/01/2022","5953.78","INR","Transfer","BR256","41046.67","Friend future standard.",NULL,"2022-01-13",NULL
"417953","Thomas Best","57853411","23/07/2021","14540.15","EUR","Credit",NULL,"70776.88",NULL,NULL,"2021-07-23",NULL
"575948","Willie Howe","44757996","21/08/2021","1383.77","EUR","Credit","BR889","19498.19",NULL,NULL,"2021-08-21",NULL
"229423","Kevin Martinez","71775432","2024-05-10","5943.05","INR","Debit","BR788","32325.93",NULL,NULL,"2024-05-10",NULL
"637970","Zachary Gregory","44370711","August 21, 2024","2515.48","INR","Debit","BR327","4545.16","Manual correction",NULL,"2024-08-21",NULL
"788376","Steven Gamble","84273871","2022-08-09","2246.48","EUR","Debit","BR515","65734.89",NULL,NULL,"2022-08-09",NULL
"210576","Kevin Holland","45387783","20/06/2023","19172.09","INVALID","Debit","BR132","79838.07","Challenge involve popular business customer collection.",NULL,"2023-06-20",NULL
"420700","Jasmin Fitzgerald","94793243","August 02, 2024","5086.58","INVALID","Transfer","BR296","7262.39","Manual correction",NULL,"2024-08-02",NULL
"699537","Joy Murphy","62615403","2025-01-24","3001.19","INR","Debit","BR012","63126.52","Check bounced",NULL,"2025-01-24",NULL
"366810","Mackenzie Sullivan","32409379","July 29, 2021","13036.30","INR","Credit","BR236","14590.03","Check bounced",NULL,"2021-07-29",NULL
"350553","Jenna Kidd","44157303","September 17, 2021","363.99","INVALID","Transfer","BR041","9021.98","House cup part many.",NULL,"2021-09-17",NULL
"243118","Brian Jennings","29109963","2024-06-14","4620.90","GBP","Debit","BR907","15835.24","So often water everything according.",NULL,"2024-06-14",NULL
"471471","Mike Riggs","24457399","2026-02-08","15573.28","USD","Debit","BR286","17376.36","Send class even set then sort student number.",NULL,"2026-02-08",NULL
"557568","Karen Sherman","45305728","July 16, 2023","3356.02","INVALID","Debit","BR324","23451.26","Someone recent consumer modern.",NULL,"2023-07-16",NULL
"856633","Kristen Allen","80263082","14/04/2021","12964.34","USD","Debit","BR826","98020.42",NULL,NULL,"2021-04-14",NULL
"550626","William Whitney","42003956","2025-01-20","2383.80","USD","Debit","BR999","6451.01","She executive go official east.",NULL,"2025-01-20",NULL
"566705","Edward Olsen","72091383","October 07, 2023","12428.82","GBP","Transfer","BR257","35966.31",NULL,NULL,"2023-10-07",NULL
"566489","Tina Lopez","18831886","2024-07-20","7390.22","USD","Debit","BR124","55110.71","Though page development song.",NULL,"2024-07-20",NULL
"553905","Allison Levy","33284304","August 27, 2025","4715.86","GBP","Debit","BR449","15191.91","Manual correction",NULL,"2025-08-27",NULL
"589167","Glend Hoover","67047720","2022-11-11","9247.44","USD","Debit","BR661","62308.17","Manual correction",NULL,"2022-11-11",NULL
"866292","Timothy Walker","46580639","November 11, 2025","10178.91","USD","Transfer",NULL,"48879.05","Manual correction",NULL,"2025-11-11",NULL
"828674","Jody Mcintyre","61701975","01/08/2023","13355.07","GBP","Credit","BR975","30454.64","Surface explain total vote training police film.",NULL,"2023-08-01",NULL
"343387","Kimberly Graham","71612253","10/02/2025","7227.24","INVALID","Transfer","BR877","17674.59","Check bounced",NULL,"2025-02-10",NULL
"506286","Martha Hinton","67172279","17/09/2023","5347.65","INR","Credit","BR306","11757.37","Every wall hand gas system.",NULL,"2023-09-17",NULL
"872563","Edwin Garner","56588315","April 20, 2023","2200.41","INVALID","Transfer","BR493","11966.33","Manual correction",NULL,"2023-04-20",NULL
"462901","Peter Hartman","25050306","20/11/2024","2440.40","GBP","Debit","BR912","54078.75",NULL,NULL,"2024-11-20",NULL
"928847","Daniel Bradford","84565244","22/06/2024","3509.51","GBP","Transfer","BR331","65911.25","Report early Congress usually on break.",NULL,"2024-06-22",NULL
"702040","Lisa Ramirez","92820547","October 13, 2025","1560.28","INVALID","Transfer","BR316","90201.42","Check bounced",NULL,"2025-10-13",NULL
"691770","Mark Preston","70042269","September 30, 2022","14969.68","INVALID","Debit","BR352","31810.19",NULL,NULL,"2022-09-30",NULL
"223696","Adam Campbell","36544577","2022-04-08","6640.77","INR","Credit","BR067","90884.01","Manual correction",NULL,"2022-04-08",NULL
"347053","Jennifer Davis","71124801","November 03, 2025","16087.06","INVALID","Debit","BR978","79308.46","Manual correction",NULL,"2025-11-03",NULL
"818114","Alice Waller","96927042","01/10/2025","16313.21","GBP","Debit",NULL,"35284.93","Manual correction",NULL,"2025-10-01",NULL
"728235","Raymond Richardson","66747425","2022-03-09","4366.00","EUR","Transfer","BR243","40817.25","Morning lay ten maintain somebody physical certain.",NULL,"2022-03-09",NULL
"278117","Steven Rich","63177564","2025-09-16","253.02","USD","Transfer","BR458","45899.87","Manual correction",NULL,"2025-09-16",NULL
"348601","Ashlee Buck","74888963","2025-05-15","1457.53","INVALID","Credit","BR600","45168.04","Manage where water tell see study population less.",NULL,"2025-05-15",NULL
"126242","Jose Martin","52976663","09/03/2023","12155.19","GBP","Debit","BR326","45585.30","Manual correction",NULL,"2023-03-09",NULL
"300951","Christopher King","18858349","June 17, 2023","2749.51","INR","Debit","BR127","92700.73","While blue pattern TV yard.",NULL,"2023-06-17",NULL
"762199","Karen Jones","39953549","2022-10-28","6066.59","INVALID","Debit","BR602","23767.67",NULL,NULL,"2022-10-28",NULL
"240922","Nicholas Torres","65650169","2023-05-27","9246.72","USD","Credit","BR958","26300.76",NULL,NULL,"2023-05-27",NULL
"163123","Cheryl Barton","58026270","27/06/2022","16911.66","GBP","Credit","BR523","75329.26","Check bounced",NULL,"2022-06-27",NULL
"778965","Nathan Parker","20094189","14/09/2025","15706.42","INR","Credit","BR646","62179.65","City war business effort else.",NULL,"2025-09-14",NULL
"332538","John Rodriguez","72588155","14/11/2025","15932.55","INVALID","Transfer","BR648","29473.68","Ground benefit outside audience theory.",NULL,"2025-11-14",NULL
"756319","Seth Jackson","53242875","August 27, 2023","17156.43","INVALID","Debit","BR061","83632.30","Check bounced",NULL,"2023-08-27",NULL
"939405","Veronica Jordan","24568540","July 09, 2024","3904.94","INVALID","Debit","BR427","44204.91","Check bounced",NULL,"2024-07-09",NULL
"220650","Rven Edwrds","95692685","November 26, 2021","10901.28","INVALID","Debit","BR956","90901.86","Check bounced",NULL,"2021-11-26",NULL
"136103","Theresa Clark","23609187","31/05/2024","19608.48","GBP","Transfer","BR900","11805.78","Manual correction",NULL,"2024-05-31",NULL
"111553","Robert Burch","53381375","2022-10-09","657.15","INR","Debit","BR068","38949.08","Several recognize often play positive.",NULL,"2022-10-09",NULL
"575747","Wesley Thomas","64411753","15/02/2023","5190.95","EUR","Debit","BR658","72308.80","Answer audience book along ago wall level.",NULL,"2023-02-15",NULL
"161306","Kevin Gill","55851392","December 08, 2023",NULL,"USD","Debit","BR667","49055.01","Check bounced"," Missing Critical Field","2023-12-08",NULL
"295839","Jose Butler","85179536","March 26, 2023","2596.00","INVALID","Transfer","BR279","82002.09","Participant rock require physical yard who upon different.",NULL,"2023-03-26",NULL
"384197","John Little","58017683","2021-10-23","17322.83","EUR","Debit","BR675","73963.76","Check bounced",NULL,"2021-10-23",NULL
"617916","Ashley Johnson","48371439","2025-03-07","18406.76","INVALID","Debit","BR545","59041.28","Evening language prepare office action.",NULL,"2025-03-07",NULL
"687977","Samantha Allen","35285690","2024-10-03","13167.76","GBP","Transfer","BR854","38983.99","Among structure meeting four capital individual under.",NULL,"2024-10-03",NULL
"265770","Kimberly Hines","79543165","November 03, 2025","9305.94","INVALID","Debit","BR600","74487.18","Manual correction",NULL,"2025-11-03",NULL
"549193","Courtney Reyes","91047997","2021-08-22","11783.82","GBP","Transfer","BR774","33165.13","Different and drug letter might seem speak.",NULL,"2021-08-22",NULL
"787795","Marc Ayala","83240607","24/03/2021","15566.00","INR","Debit","BR478","12891.35",NULL,NULL,"2021-03-24",NULL
"330847","Leslie Erickson","44442535","2025-08-22","9855.84","INVALID","Transfer","BR108","61523.68",NULL,NULL,"2025-08-22",NULL
"614101","Lawrence Espinoza","80749874","June 28, 2025","10332.39","INVALID","Debit","BR483","18145.57","Manual correction",NULL,"2025-06-28",NULL
"610162","Matthew Lloyd","55589806","2023-04-10","1405.10","EUR","Transfer","BR106","64614.65","Manual correction",NULL,"2023-04-10",NULL
"690701","Kimberly Thomas","95617284","12/09/2025","11215.31","EUR","Transfer","BR942","37145.06",NULL,NULL,"2025-09-12",NULL
"179387","Nicole Gill","15158674","2021-12-15","7106.29","INVALID","Transfer","BR024","56818.31","Building some nature fly keep.",NULL,"2021-12-15",NULL
"618022","Adam Forbes","70845987","01/10/2022","10549.56","INVALID","Debit","BR300","23179.23","Hotel it together meet necessary special.",NULL,"2022-10-01",NULL
"539283","Kyle Mcdaniel","86027751","2024-09-08",NULL,"INVALID","Transfer","BR096","31438.94","Natural will product apply whom do PM."," Missing Critical Field","2024-09-08",NULL
"927474","Brian Warren","37329663","2025-06-24","13179.08","INVALID","Transfer",NULL,"79295.86","Check bounced",NULL,"2025-06-24",NULL
"425385","Patty Williams","91802166","2021-06-14","5971.50","EUR","Credit","BR026","98067.58","Manual correction",NULL,"2021-06-14",NULL
"525823","Susan Cook","70498769","2025-06-21","13771.44","INVALID","Credit","BR699","87977.81","Main teach add piece process particularly behind.",NULL,"2025-06-21",NULL
"541635","Edward Gonzalez","68176509","2023-11-10","3562.30","GBP","Credit","BR531","49901.54","Manual correction",NULL,"2023-11-10",NULL
"432463","Matthew Bell","36625530","2024-03-20","5187.77","EUR","Credit","BR491","67980.41","Manual correction",NULL,"2024-03-20",NULL
"442315","Charles Phillips","29284124","2021-08-01","18749.91","EUR","Credit",NULL,"95170.72","Believe often mother opportunity once after rule book.",NULL,"2021-08-01",NULL
"107568","Jeffrey Hernndez","55805009","01/01/2022","18186.70","USD","Transfer","BR668","39576.90","For official similar take actually old author rule.",NULL,"2022-01-01",NULL
"184980","Brian Barr","83710795","December 11, 2024","14097.25","USD","Debit","BR028","18729.03",NULL,NULL,"2024-12-11",NULL
"135793","Heidi Waller","94822872","October 30, 2023","6234.50","USD","Credit","BR775","48856.16","Produce agent force see before sure total.",NULL,"2023-10-30",NULL
"919047","Dennis Berry","63350611","August 01, 2021","4495.47","EUR","Credit","BR655","92578.00",NULL,NULL,"2021-08-01",NULL
"830529","Margaret Acevedo","19711613","25/12/2021","8611.94","USD","Credit","BR787","40914.07","Manual correction",NULL,"2021-12-25",NULL
"417744","Kristie Davis","83884889","2021-10-26","11452.66","INVALID","Credit","BR927","8688.93","Son sit if democratic nor light report.",NULL,"2021-10-26",NULL
"239299","John Gardner Dds","69721920","05/02/2026","12467.01","INVALID","Transfer","BR695","15925.32","Check bounced",NULL,"2026-02-05",NULL
"449675","Jennifer Medina","77440385","23/12/2021","5553.93","INR","Transfer","BR546","48319.83",NULL,NULL,"2021-12-23",NULL
"649350","Jeffrey Salazar","21083413","December 09, 2022","9717.77","INVALID","Transfer","BR962","64042.66","Manual correction",NULL,"2022-12-09",NULL
"573120","Jeffrey Freeman","61438334","December 06, 2023","12034.29","EUR","Credit","BR498","66409.13",NULL,NULL,"2023-12-06",NULL
"250392","Ryan Thompson","73458136","2021-05-19","19978.91","INVALID","Transfer","BR607","69110.41","Manual correction",NULL,"2021-05-19",NULL
"213467","Shawn Morales","56618226","2024-10-07","3851.35","INVALID","Transfer","BR957","12870.27","Whose cell away name candidate production too.",NULL,"2024-10-07",NULL
"265141","Joseph Collier","95642286","30/10/2024","10710.64","USD","Debit","BR028","9809.37","Manual correction",NULL,"2024-10-30",NULL
"384155","Kristen Johnson","78219080","December 21, 2021","13392.18","USD","Credit","BR483","33844.37",NULL,NULL,"2021-12-21",NULL
"375145","Teresa Williams","32170126","31/05/2022","4804.30","USD","Credit",NULL,"42459.16","Piece worker minute operation own.",NULL,"2022-05-31",NULL
"843108","Traci Young","91521384","21/07/2023","13625.67","GBP","Debit","BR184","94260.80","Entire wrong prove serious pay American yeah.",NULL,"2023-07-21",NULL
"267638","Sydney Mccall","99474993","2025-04-26","2873.00","INVALID","Credit","BR704","86894.95","Drug sense out economic race.",NULL,"2025-04-26",NULL
"139897","Amanda Harris","78008347","July 23, 2025","4602.68","GBP","Credit","BR162","32271.44","Manual correction",NULL,"2025-07-23",NULL
"384904","Christopher Lyons","73333636","03/12/2023","15936.72","INR","Transfer","BR574","804.54","Manual correction",NULL,"2023-12-03",NULL
"147522","Patrick Shah","18597841","2022-02-11","16626.37","INVALID","Debit","BR454","42653.18","Check bounced",NULL,"2022-02-11",NULL
"492071","David Anderson","75118148","October 06, 2022","1881.04","USD","Debit","BR618","21084.08",NULL,NULL,"2022-10-06",NULL
"727725","Elizabeth Wells","88189957","2025-04-24","18517.15","GBP","Debit","BR018","17182.94",NULL,NULL,"2025-04-24",NULL
"439199","Mark Haas","62425316","21/11/2021","5046.53","INVALID","Debit","BR925","99052.08","Deep quality stock difference his piece.",NULL,"2021-11-21",NULL
"415394","Stacey Boyer","20104098","05/06/2021","13991.86","USD","Debit","BR714","40580.09","Check bounced",NULL,"2021-06-05",NULL
"311807","Joshua Flores","69545490","29/06/2021","15646.67","GBP","Transfer","BR720","25032.33","Physical learn point station.",NULL,"2021-06-29",NULL
"440659","Laura Pearson","46993470","2025-05-07","18939.00","INVALID","Debit","BR017","80184.50","Manual correction",NULL,"2025-05-07",NULL
"856223","Nichole Lawrence","55948573","2025-05-11","15478.09","EUR","Transfer","BR181","37295.47",NULL,NULL,"2025-05-11",NULL
"108357","Laura Gomez","26388071","May 19, 2021","3720.33","EUR","Transfer","BR546","41932.36","Trouble land teacher week appear green task.",NULL,"2021-05-19",NULL
"190866","Sean Koch","50365268","January 03, 2025","730.52","USD","Credit","BR857","37028.00",NULL,NULL,"2025-01-03",NULL
"251253","Daniel Jackson","81386486","January 16, 2023","2751.88","EUR","Transfer","BR505","76661.06","Cold oil team system.",NULL,"2023-01-16",NULL
"852134","Sandra Williams","57262989","2023-09-07","15986.39","INVALID","Transfer","BR535","46488.78",NULL,NULL,"2023-09-07",NULL
"419295","Amanda Miller","73360588","19/02/2022","9327.41","INVALID","Credit","BR576","63480.89",NULL,NULL,"2022-02-19",NULL
"157598","Todd Huffman","93413272","May 26, 2024","935.22","GBP","Debit","BR403","35409.46",NULL,NULL,"2024-05-26",NULL
"770191","Todd Lee","58241662","August 27, 2024","15953.98","GBP","Credit","BR411","22694.74","Manual correction",NULL,"2024-08-27",NULL
"176537","Earl Delacruz","75465715","12/07/2021","18013.15","INVALID","Debit","BR182","47726.08","Force actually receive commercial people listen shake.",NULL,"2021-07-12",NULL
"913010","Jerry Wilson","62447285","22/06/2022","11976.61","EUR","Credit","BR591","28941.85",NULL,NULL,"2022-06-22",NULL
"587929","Samantha Guzman","74313638","2022-06-18","7361.95","USD","Debit","BR795","64304.79",NULL,NULL,"2022-06-18",NULL
"394988","Richard Willis","20227040","2023-03-08","3567.14","USD","Debit","BR519","46932.77","Check bounced",NULL,"2023-03-08",NULL
"896436","Erin Alvarado","88380965","2024-03-19","16299.89","GBP","Credit","BR084","51602.74","Check bounced",NULL,"2024-03-19",NULL
"377160","Kevin Bell","25922763","28/04/2023","4405.95","EUR","Transfer","BR921","10663.39",NULL,NULL,"2023-04-28",NULL
"838249","Barbara Gordon Dds","34655046","July 17, 2022","19601.54","INVALID","Transfer","BR851","39594.16","Check bounced",NULL,"2022-07-17",NULL
"187236","Jaime Snow","40415057","June 23, 2024","17741.22","INR","Debit",NULL,"64290.31","Author nearly least subject color.",NULL,"2024-06-23",NULL
"108482","Derek Vaughn","30775704","29/10/2021","1600.87","INVALID","Debit","BR291","17192.47","Manual correction",NULL,"2021-10-29",NULL
"153631","Leah Dunn","87536694","04/01/2022","15394.81","INR","Debit","BR226","27535.14",NULL,NULL,"2022-01-04",NULL
"903576","Caitlin Curry","59909770","28/04/2025","16779.83","INVALID","Credit","BR334","57588.77","Check bounced",NULL,"2025-04-28",NULL
"338230","Elizabeth Moyer","15414180","15/12/2023","223.91","GBP","Transfer",NULL,"59392.72",NULL,NULL,"2023-12-15",NULL
"714887","Taylor Dunlap","91589390","August 15, 2025","3673.64","INR","Transfer","BR852","7014.52","Check bounced",NULL,"2025-08-15",NULL
"678251","Martin Peters","98860812","2024-08-15","14346.61","INR","Transfer","BR289","24061.34","Manual correction",NULL,"2024-08-15",NULL
"549774","Kristin Cross","63422874","07/04/2024","39.66","EUR","Debit","BR509","61373.78","School else perform manager appear lead establish.",NULL,"2024-04-07",NULL
"957293","David Mcmillan","32113125","28/06/2025","7166.01","INR","Credit","BR199","62478.56","Financial usually research up much.",NULL,"2025-06-28",NULL
"259528","Brian Schultz","65530585","2023-03-29","14304.93","INVALID","Debit","BR140","8700.38","From challenge fill professor option scientist.",NULL,"2023-03-29",NULL
"250671","Colleen Smith","36271796","15/02/2022","11110.11","GBP","Transfer","BR250","23074.40",NULL,NULL,"2022-02-15",NULL
"730040","Mary Brewer","94911301","29/06/2023","12967.63","EUR","Credit","BR086","99271.08",NULL,NULL,"2023-06-29",NULL
"872598","Patricia Peterson","48478799","December 26, 2021","16187.27","USD","Transfer","BR251","24236.62","Wife strong talk think improve tough either for.",NULL,"2021-12-26",NULL
"667293","Joseph Fisher","66610699","07/02/2026","6378.90","INVALID","Transfer","BR808","93560.88","Check bounced",NULL,"2026-02-07",NULL
"446553","Rachel Newman","27195240","October 23, 2025","1064.75","GBP","Debit","BR632","9952.59","Manual correction",NULL,"2025-10-23",NULL
"690761","Michael Olsen","53513966","2026-02-05","408.93","INVALID","Credit","BR065","82447.85","Seek wish consumer business baby environment property.",NULL,"2026-02-05",NULL
"929467","James Snyder","25091354","2023-10-30","18154.37","INVALID","Credit",NULL,"81191.20",NULL,NULL,"2023-10-30",NULL
